,Name,Season,OBPM,DBPM,BPM
18984,Tanner Milson,2011,-1.4,-3.6,-5.0
18985,Tanner Milson,2012,-0.9,-3.8,-4.7
18986,Tanner Milson,2013,-2.0,-5.3,-7.3
18987,Tanner Milson,2014,-0.8,-2.0,-2.8
18988,Tanner Morgan,2016,-5.1,-2.2,-7.2
18989,Tanner Omlid,2014,2.7,3.9,6.6
18990,Tanner Plomb,2013,-3.3,0.9,-2.5
18991,Tanner Plomb,2014,2.2,-3.1,-0.9
18992,Tanner Plomb,2015,0.7,-2.6,-1.9
18993,Tanner Plomb,2016,1.8,-2.5,-0.6
18994,Tanner Riley,2011,-0.7,-1.9,-2.6
18995,Tanner Riley,2012,0.4,-3.4,-3.1
18996,Tanner Riley,2013,-1.2,-4.4,-5.6
18997,Tanner Rubio,2017,2.3,-4.5,-2.2
18998,Tanner Samson,2013,1.4,-0.3,1.1
18999,Tanner Samson,2014,4.6,-0.5,4.1
19000,Tanner Samson,2015,2.1,-0.6,1.5
19001,Tanner Samson,2016,4.8,0.4,5.3
19002,Tanner Sanders,2017,-5.6,2.0,-3.6
19003,Tanner Schmit,2016,-8.7,-3.7,-12.4
19004,Tanner Schmit,2017,-5.4,-2.2,-7.7
19005,Tanner Smith,2011,2.0,3.5,5.5
19006,Tanner Smith,2012,4.6,2.8,7.4
19007,Tanner Wozniak,2012,-5.0,-5.6,-10.7
19008,Tanner Wozniak,2014,-3.4,-5.2,-8.6
19009,Tanveer Bhullar,2016,-0.1,1.3,1.2
19010,Tao Xu,2013,-4.7,-0.7,-5.4
19011,Taran Brown,2013,-0.8,1.2,0.3
19012,Taran Brown,2014,2.2,1.5,3.8
19013,Taran Buie,2013,-3.6,-2.5,-6.1
19014,Tarekeyi Edogi,2015,-4.7,-0.3,-5.1
19015,Tarik Black,2011,0.4,3.2,3.6
19016,Tarik Black,2012,3.9,2.9,6.7
19017,Tarik Black,2013,-0.5,1.7,1.2
19018,Tarik Black,2014,4.4,3.1,7.5
19019,Tarik Phillip,2015,2.1,4.0,6.1
19020,Tarik Phillip,2016,4.2,4.4,8.5
19021,Tarik Phillip,2017,3.8,4.9,8.7
19022,Tarin Smith,2015,-1.7,2.5,0.8
19023,Tarin Smith,2017,-2.5,0.6,-1.9
19024,Tariq Owens,2015,-4.9,3.9,-1.0
19025,Tariq Owens,2017,-0.8,7.0,6.2
19026,Tarique Thompson,2015,-1.4,-0.8,-2.2
19027,Tarique Thompson,2016,-0.9,-2.0,-3.0
19028,Tarique Thompson,2017,0.8,0.0,0.8
19029,Tarius Johnson,2013,-1.3,-1.9,-3.1
19030,Tarius Johnson,2014,1.4,-1.9,-0.5
19031,Tarkus Ferguson,2017,-0.3,1.0,0.6
19032,Tarvin Gaines,2012,0.5,-1.6,-1.0
19033,Tarvin Gaines,2013,3.2,-2.6,0.5
19034,Tashan Newsome,2012,-0.6,-0.5,-1.1
19035,Tashan Newsome,2013,1.3,-0.8,0.5
19036,Tashawn Desir,2015,-5.5,-0.6,-6.1
19037,Tashombe Riley,2015,-5.4,-1.4,-6.8
19038,Tashombe Riley,2016,-3.4,-3.3,-6.8
19039,Tashombe Riley,2017,-1.3,-3.8,-5.1
19040,Tashon Fredrick,2013,-3.2,-0.7,-3.9
19041,Tate Stensgaard,2014,-4.9,-0.4,-5.3
19042,Tate Stensgaard,2016,-0.4,-0.5,-0.9
19043,Tate Unruh,2012,4.2,-3.1,1.1
19044,Tate Unruh,2013,3.8,-2.8,1.0
19045,Tate Unruh,2014,3.4,-4.0,-0.7
19046,Taurean Prince,2014,1.7,1.3,3.0
19047,Taurean Prince,2015,6.9,4.8,11.7
19048,Taurean Prince,2016,4.9,2.4,7.4
19049,Taurean Thompson,2017,1.0,2.7,3.7
19050,Tauron Bailey,2013,-2.7,0.2,-2.5
19051,Tavares Sledge,2012,-7.7,-0.1,-7.8
19052,Tavares Sledge,2013,-5.0,2.8,-2.2
19053,Tavares Speaks,2012,-3.2,-2.4,-5.6
19054,Tavares Speaks,2013,-2.9,-2.5,-5.4
19055,Tavario Miller,2014,-5.0,3.6,-1.4
19056,Tavario Miller,2015,-0.2,2.7,2.5
19057,Tavario Miller,2016,-2.7,6.1,3.4
19058,Tavario Miller,2017,-3.3,-0.4,-3.7
19059,Tavarius Shine,2015,1.5,1.6,3.1
19060,Tavarius Shine,2016,0.3,2.1,2.4
19061,Tavian Dunn-Martin,2017,0.5,-3.0,-2.5
19062,Tavian Pomlee,2014,0.2,-0.9,-0.7
19063,Tavon Allen,2013,-0.6,-1.3,-1.8
19064,Tavon Allen,2014,-2.4,-0.7,-3.1
19065,Tavon Allen,2015,-2.8,-1.6,-4.4
19066,Tavon Allen,2016,2.0,-1.6,0.5
19067,Tavon Blackmon,2014,-5.5,-1.5,-7.0
19068,Tavon Blackmon,2015,-2.3,-3.7,-6.0
19069,Tavon Blackmon,2016,0.4,-3.9,-3.4
19070,Tavon Blackmon,2017,-0.5,-4.0,-4.5
19071,Tavon Sledge,2013,0.5,0.1,0.6
19072,Tavon Sledge,2014,0.3,-3.4,-3.1
19073,Tavrion Dawson,2016,-0.5,-1.5,-2.0
19074,Tavrion Dawson,2017,2.7,-1.2,1.5
19075,Tawaski King,2011,-6.8,-1.7,-8.5
19076,Tawaski King,2012,-3.1,-1.9,-5.0
19077,Tawaski King,2013,-1.1,-1.7,-2.8
19078,Tawaski King,2014,-4.1,-2.6,-6.7
19079,Tayler Persons,2015,-0.8,-1.0,-1.8
19080,Tayler Persons,2017,1.9,-0.7,1.2
19081,Taylor Abt,2012,-3.6,-0.4,-4.0
19082,Taylor Abt,2014,-4.5,-1.0,-5.5
19083,Taylor Abt,2015,-2.0,0.3,-1.7
19084,Taylor Adway,2017,-5.6,-1.7,-7.3
19085,Taylor Barnette,2015,2.7,-2.2,0.5
19086,Taylor Barnette,2016,3.4,-2.5,0.9
19087,Taylor Barnette,2017,0.0,-1.3,-1.2
19088,Taylor Bessick,2013,-5.5,1.8,-3.6
19089,Taylor Bessick,2014,-4.5,0.2,-4.3
19090,Taylor Bessick,2017,-2.2,4.6,2.3
19091,Taylor Braun,2011,0.4,2.0,2.4
19092,Taylor Braun,2012,3.5,-0.1,3.4
19093,Taylor Braun,2014,5.5,-0.1,5.4
19094,Taylor Broekhuis,2011,0.4,0.4,0.8
19095,Taylor Broekhuis,2012,0.1,2.1,2.2
19096,Taylor Broekhuis,2013,1.0,1.7,2.7
19097,Taylor Brown,2012,1.7,-0.3,1.4
19098,Taylor Brown,2013,-2.6,-2.2,-4.8
19099,Taylor Danaher,2013,-4.0,-1.0,-5.0
19100,Taylor Danaher,2014,-1.2,0.3,-0.9
19101,Taylor Danaher,2015,-2.2,4.2,2.0
19102,Taylor Danaher,2016,-3.1,1.3,-1.7
19103,Taylor Darby,2011,0.0,-1.3,-1.4
19104,Taylor Darby,2012,-2.2,-0.7,-2.8
19105,Taylor Dunn,2012,-0.5,-1.1,-1.6
19106,Taylor Dyson,2014,-1.9,-3.9,-5.8
19107,Taylor Dyson,2015,-0.1,-4.0,-4.1
19108,Taylor Dyson,2016,-1.7,-4.8,-6.4
19109,Taylor Echols,2015,-1.8,-0.2,-1.9
19110,Taylor Filipek,2011,-5.6,-0.9,-6.5
19111,Taylor Filipek,2012,-8.1,-2.3,-10.4
19112,Taylor Hoffer,2012,-4.2,-0.5,-4.7
19113,Taylor Johns,2013,-4.0,2.8,-1.2
19114,Taylor Johns,2014,-1.8,3.6,1.8
19115,Taylor Johns,2015,-2.0,2.9,0.9
19116,Taylor Johnson,2015,-2.0,-3.1,-5.1
19117,Taylor Johnson,2016,1.5,-0.3,1.2
19118,Taylor Johnson,2017,-2.8,-2.6,-5.4
19119,Taylor Johnston,2011,-2.9,-3.5,-6.5
19120,Taylor Johnston,2012,-1.8,-3.4,-5.2
19121,Taylor Johnston,2013,-3.3,-2.8,-6.1
19122,Taylor Jones,2011,-3.0,-3.2,-6.2
19123,Taylor Jones,2012,-1.4,-4.7,-6.1
19124,Taylor Jones,2013,-1.0,-2.2,-3.3
19125,Taylor McHugh,2017,-5.3,-3.4,-8.7
19126,Taylor Montgomery,2011,-3.6,0.9,-2.7
19127,Taylor Perry,2013,-4.0,1.1,-2.9
19128,Taylor Perry,2014,-3.8,2.8,-1.0
19129,Taylor Perry,2015,0.3,0.7,1.0
19130,Taylor Perry,2016,-3.6,1.1,-2.5
19131,Taylor Smith,2012,0.5,3.1,3.6
19132,Taylor Smith,2013,3.6,8.0,11.6
19133,Taylor Stafford,2015,1.5,-1.5,-0.1
19134,Taylor Stewart,2011,-2.6,-0.2,-2.8
19135,Taylor Sutlive,2016,3.1,-1.4,1.7
19136,Taylor Wagener,2013,0.6,0.0,0.6
19137,Tayvon Jackson,2011,-6.0,-1.0,-7.0
19138,Te'Jon Lucas,2017,-0.5,3.0,2.5
19139,TeNale Roland,2013,0.6,-1.6,-1.0
19140,TeNale Roland,2014,2.6,-1.7,0.9
19141,Ted Bancroft,2013,-2.4,4.1,1.7
19142,Ted Bancroft,2014,-1.8,2.6,0.8
19143,Ted Friedman,2016,-3.1,2.1,-1.0
19144,Ted Friedman,2017,-4.5,2.7,-1.8
19145,Ted Kapita,2017,0.1,-0.4,-0.3
19146,Ted Wang,2012,-8.7,0.3,-8.4
19147,Teddy Okereafor,2013,-0.8,2.8,2.0
19148,Teddy Okereafor,2015,1.7,1.4,3.1
19149,Teddy Okereafor,2016,0.4,-0.4,0.1
19150,Teeng Akol,2012,-3.2,2.1,-1.1
19151,Teeng Akol,2013,0.5,2.3,2.7
19152,Tehran Cox,2011,-3.2,-2.0,-5.2
19153,Tekele Cotton,2012,2.5,3.6,6.2
19154,Tekele Cotton,2013,2.7,3.6,6.3
19155,Tekele Cotton,2014,4.5,3.9,8.5
19156,Tekele Cotton,2015,2.4,3.7,6.1
19157,Temidayo Yussuf,2015,-2.6,1.8,-0.8
19158,Temidayo Yussuf,2017,-0.3,-0.5,-0.8
19159,Temple Gibbs,2017,1.9,1.7,3.7
19160,Teondre Williams,2011,-0.6,2.5,1.9
19161,Teraes Clemmons,2014,-2.2,-2.5,-4.7
19162,Terance Mann,2016,2.8,2.8,5.5
19163,Terance Mann,2017,4.8,3.5,8.4
19164,Terel Hall,2014,-4.9,1.3,-3.6
19165,Terel Hall,2015,-0.7,-1.3,-2.0
19166,Terell Parks,2012,1.8,5.1,7.0
19167,Terell Parks,2013,-0.7,6.7,6.0
19168,Terence Davis,2017,5.2,2.4,7.7
19169,Terence Grier,2011,-1.3,-3.5,-4.8
19170,Terence Jones,2011,-1.5,-3.0,-4.5
19171,Terence Jones,2012,0.0,-3.1,-3.0
19172,Terence Jones,2013,-3.0,-1.5,-4.5
19173,Terence Smith,2011,0.0,-2.6,-2.6
19174,Terence Smith,2014,4.1,-4.2,-0.2
19175,Terence Smith,2015,1.7,-0.6,1.1
19176,Terone Johnson,2011,0.8,2.7,3.5
19177,Terone Johnson,2012,2.0,1.4,3.5
19178,Terone Johnson,2013,2.4,0.7,3.2
19179,Terone Johnson,2014,2.4,-0.1,2.2
19180,Terran Petteway,2012,-3.9,-0.1,-4.0
19181,Terran Petteway,2014,3.9,1.3,5.2
19182,Terran Petteway,2015,3.1,2.5,5.6
19183,Terrance Birdette,2011,-3.2,-1.7,-4.9
19184,Terrance Henry,2011,0.0,2.6,2.6
19185,Terrance Henry,2012,-0.2,1.7,1.5
19186,Terrance Hill,2011,1.6,-1.0,0.6
19187,Terrance LeFlore,2014,-4.6,-2.3,-6.8
19188,Terrance LeFlore,2016,-3.8,-3.2,-7.0
19189,Terrance LeFlore,2017,-5.1,-2.0,-7.1
19190,Terrance Mitchell,2011,3.5,-3.2,0.3
19191,Terrance Motley,2013,-5.9,0.6,-5.3
19192,Terrance Motley,2014,-2.3,-1.7,-3.9
19193,Terrance O'Donohue,2015,-4.1,1.9,-2.2
19194,Terrance Shannon,2011,-4.6,1.9,-2.7
19195,Terrance Syon,2014,-4.1,0.2,-4.0
19196,Terrance Syon,2015,-3.0,-1.8,-4.9
19197,Terrel de Rouen,2013,0.1,-0.8,-0.7
19198,Terrel de Rouen,2015,-3.2,-2.4,-5.6
19199,Terrell Allen,2011,-3.6,-0.7,-4.3
19200,Terrell Allen,2012,-4.7,0.1,-4.7
19201,Terrell Allen,2013,-0.3,-2.0,-2.3
19202,Terrell Allen,2014,-4.5,-2.1,-6.6
19203,Terrell Allen,2016,0.1,0.3,0.4
19204,Terrell Barnes,2011,-3.5,0.6,-2.9
19205,Terrell Barnes,2012,-1.4,0.7,-0.7
19206,Terrell Barnes,2013,-6.6,-0.6,-7.2
19207,Terrell Bell,2011,2.1,4.9,7.0
19208,Terrell Brown,2013,-3.4,-2.2,-5.6
19209,Terrell Brown,2014,-1.5,-1.4,-2.9
19210,Terrell Brown,2015,-5.4,-2.5,-7.9
19211,Terrell Brown,2017,-2.6,-1.7,-4.3
19212,Terrell Carter,2016,-2.4,0.0,-2.4
19213,Terrell Carter,2017,-3.6,2.2,-1.4
19214,Terrell Hales,2015,0.2,3.0,3.2
19215,Terrell Hales,2016,-4.6,2.8,-1.9
19216,Terrell Hales,2017,-3.2,6.2,2.9
19217,Terrell Kennedy,2011,-2.6,-1.5,-4.1
19218,Terrell Kennedy,2013,-0.2,-0.8,-1.0
19219,Terrell Lewis,2015,-0.1,-3.3,-3.4
19220,Terrell Lewis,2016,1.0,-2.7,-1.7
19221,Terrell Lewis,2017,1.7,-3.3,-1.7
19222,Terrell Miller Jr.,2017,2.5,-1.7,0.8
19223,Terrell Rogers,2013,-4.5,-3.2,-7.7
19224,Terrell Smith,2011,-1.2,0.8,-0.4
19225,Terrell Stoglin,2011,4.1,0.0,4.0
19226,Terrell Stoglin,2012,7.5,-3.4,4.1
19227,Terrell Vinson,2011,-1.5,1.8,0.3
19228,Terrell Vinson,2012,1.1,0.5,1.6
19229,Terrell Vinson,2013,2.5,0.0,2.5
19230,Terrence Durham,2015,-5.9,-0.2,-6.1
19231,Terrence Durham,2016,-3.2,-1.4,-4.6
19232,Terrence Jennings,2011,1.7,6.4,8.1
19233,Terrence Jones,2011,2.4,5.1,7.5
19234,Terrence Jones,2012,4.7,5.7,10.4
19235,Terrence Joyner,2011,-1.1,-2.4,-3.6
19236,Terrence Joyner,2012,1.3,-2.7,-1.4
19237,Terrence Phillips,2016,1.0,2.4,3.4
19238,Terrence Phillips,2017,2.4,2.0,4.4
19239,Terrence Ross,2011,5.3,1.7,7.0
19240,Terrence Ross,2012,4.5,2.2,6.7
19241,Terrence Samuel,2014,-0.2,2.3,2.2
19242,Terrence Samuel,2015,-2.2,1.3,-0.9
19243,Terrence Samuel,2017,-0.6,1.9,1.3
19244,Terrence Smith,2014,-0.2,-2.6,-2.8
19245,Terrence Smith,2016,-2.2,-0.7,-2.9
19246,Terrence Thompson,2016,-2.2,-0.2,-2.3
19247,Terrence Williams,2012,-4.6,1.0,-3.6
19248,Terrence Williams,2013,-3.1,0.9,-2.2
19249,Terrence Williams,2014,-2.6,0.8,-1.8
19250,Terrence Williams,2015,0.5,-0.6,-0.1
19251,Terron Stowe,2011,-5.4,-5.2,-10.6
19252,Terry Allen,2013,2.3,2.1,4.4
19253,Terry Allen,2014,0.2,2.2,2.4
19254,Terry Allen,2015,2.0,3.0,5.0
19255,Terry Allen,2016,3.6,1.5,5.0
19256,Terry Bembry,2011,-6.1,-2.6,-8.7
19257,Terry Bembry,2012,-4.9,-2.4,-7.3
19258,Terry Brutus,2013,0.3,2.4,2.7
19259,Terry Brutus,2017,-6.2,0.5,-5.7
19260,Terry Harris Jr,2016,-4.1,-1.9,-6.1
19261,Terry Harris Jr,2017,-5.6,-1.7,-7.3
19262,Terry Henderson,2013,5.0,-1.1,3.9
19263,Terry Henderson,2014,4.4,0.4,4.8
19264,Terry Henderson,2017,5.1,-1.0,4.1
19265,Terry Johnson,2012,-2.9,-1.7,-4.6
19266,Terry Larrier,2015,0.2,-0.3,-0.1
19267,Terry Martin,2011,-1.3,-0.8,-2.2
19268,Terry Rose,2013,0.0,-7.6,-7.6
19269,Terry Rose,2014,0.0,-7.3,-7.3
19270,Terry Rozier,2014,3.6,3.6,7.2
19271,Terry Rozier,2015,4.7,3.7,8.4
19272,Terry Tarpey,2013,-3.6,1.2,-2.5
19273,Terry Tarpey,2014,-0.4,2.5,2.1
19274,Terry Tarpey,2015,4.5,3.9,8.4
19275,Terry Tarpey,2016,2.0,5.7,7.7
19276,Terry Whisnant,2013,3.7,-1.4,2.3
19277,Terry Whisnant,2015,3.9,-2.3,1.6
19278,Terry Winn,2016,-4.2,-0.3,-4.5
19279,Teslim Idris,2016,-5.0,1.0,-4.0
19280,Teven Jones,2013,-1.3,1.3,0.0
19281,Teven Jones,2014,-4.8,2.1,-2.6
19282,Tevin Baskin,2013,-1.0,-0.9,-1.8
19283,Tevin Baskin,2014,-6.8,-1.3,-8.1
19284,Tevin Bellinger,2016,-4.1,-2.4,-6.4
19285,Tevin Bellinger,2017,-0.4,-2.7,-3.1
19286,Tevin Broyles,2014,-3.6,-2.2,-5.8
19287,Tevin Broyles,2015,-3.0,-1.4,-4.3
19288,Tevin Broyles,2017,-3.0,-1.1,-4.1
19289,Tevin Caldwell,2014,0.5,1.9,2.4
19290,Tevin Caldwell,2016,0.1,1.0,1.1
19291,Tevin Calhoun,2013,-2.0,-4.4,-6.4
19292,Tevin Calhoun,2014,-0.3,-2.7,-3.0
19293,Tevin Falzon,2014,-5.5,-0.9,-6.4
19294,Tevin Falzon,2015,-1.8,1.9,0.1
19295,Tevin Falzon,2016,-0.2,-0.8,-1.1
19296,Tevin Findlay,2014,-3.0,-0.2,-3.2
19297,Tevin Findlay,2016,-0.1,-1.1,-1.2
19298,Tevin Findlay,2017,-5.9,1.6,-4.3
19299,Tevin Galvin,2011,-1.0,0.9,-0.1
19300,Tevin Galvin,2012,0.3,-0.7,-0.5
19301,Tevin Glass,2017,-0.3,2.3,2.0
19302,Tevin Hall,2011,-4.4,0.3,-4.1
19303,Tevin Hammond,2013,-3.5,-0.9,-4.4
19304,Tevin Hammond,2014,0.0,-1.7,-1.7
19305,Tevin Hammond,2015,-3.6,-1.2,-4.7
19306,Tevin Jackson,2016,-4.2,-1.7,-5.9
19307,Tevin King,2016,-2.0,2.2,0.2
19308,Tevin King,2017,-0.3,1.7,1.4
19309,Tevin Mack,2016,0.0,0.2,0.2
19310,Tevin Prescott,2014,-0.6,-0.9,-1.5
19311,Tevin Prescott,2015,-1.9,-0.8,-2.7
19312,Tevin Prescott,2017,-1.2,1.5,0.3
19313,Tevin Svihovec,2012,0.7,-2.8,-2.1
19314,Tevin Svihovec,2013,-1.3,-2.7,-4.0
19315,Tevin Svihovec,2014,-0.5,-2.9,-3.4
19316,Tevin Svihovec,2015,-1.0,-3.8,-4.8
19317,Tevon Saddler,2014,-5.4,-0.2,-5.7
19318,Tevon Saddler,2015,-2.0,-0.1,-2.1
19319,Tevonn Walker,2015,1.2,1.0,2.2
19320,Tevonn Walker,2016,-0.8,1.9,1.1
19321,Tevonn Walker,2017,1.4,0.9,2.3
19322,Teyvon Myers,2016,-0.3,1.5,1.1
19323,Teyvon Myers,2017,1.2,1.7,2.9
19324,Thaddeus Handley,2015,-3.6,-2.4,-6.0
19325,Thaddeus Smith,2015,-6.1,4.4,-1.7
19326,Thaddeus Smith,2016,-5.3,2.5,-2.8
19327,Thatch Unruh,2015,-2.6,-5.4,-8.1
19328,Thatch Unruh,2017,-0.7,-4.6,-5.3
19329,Theo Johnson,2013,-2.7,2.3,-0.4
19330,Theo Johnson,2014,-3.7,1.3,-2.4
19331,Theo Johnson,2015,-2.0,-1.3,-3.3
19332,Theo Pinson,2016,3.8,3.7,7.5
19333,Theodore Boyomo,2012,-7.4,-1.5,-8.9
19334,Theodore Boyomo,2013,-6.0,1.0,-5.0
19335,Theron Stephens,2014,-1.7,-6.8,-8.6
19336,Thik Bol,2017,-1.3,3.3,2.0
19337,Thomas Akyazili,2016,-1.5,2.3,0.8
19338,Thomas Akyazili,2017,-4.2,0.7,-3.4
19339,Thomas Brandsma,2017,-0.9,0.6,-0.2
19340,Thomas Bropleh,2011,0.8,0.4,1.2
19341,Thomas Bropleh,2012,-0.9,-2.8,-3.7
19342,Thomas Bropleh,2013,-0.3,-0.4,-0.7
19343,Thomas Bropleh,2014,5.5,-0.1,5.4
19344,Thomas Bruce,2016,-5.1,2.2,-2.8
19345,Thomas Bruce,2017,-5.2,1.5,-3.7
19346,Thomas Bryant,2016,5.9,2.8,8.7
19347,Thomas Bryant,2017,3.6,3.9,7.5
19348,Thomas Capuano,2016,-1.8,0.1,-1.7
19349,Thomas Capuano,2017,-1.3,-0.1,-1.4
19350,Thomas Coleman,2011,3.1,2.7,5.8
19351,Thomas Dziagwa,2017,8.8,-1.4,7.4
19352,Thomas Funk,2017,-3.5,-0.7,-4.2
19353,Thomas Gipson,2012,0.3,1.8,2.1
19354,Thomas Gipson,2013,0.6,0.6,1.2
19355,Thomas Gipson,2014,0.0,2.3,2.3
19356,Thomas Gipson,2015,2.2,1.2,3.4
19357,Thomas Jacobs,2011,-1.3,2.0,0.7
19358,Thomas Jacobs,2014,-1.3,2.4,1.0
19359,Thomas Jacobs,2015,0.1,2.3,2.4
19360,Thomas Marshall,2012,-7.1,-1.7,-8.8
19361,Thomas Montigel,2014,-3.1,0.3,-2.7
19362,Thomas Neff,2016,-1.1,-0.2,-1.2
19363,Thomas Neff,2017,2.3,-1.2,1.1
19364,Thomas Reuter,2013,-4.8,-1.5,-6.3
19365,Thomas Reuter,2014,-5.1,-1.6,-6.7
19366,Thomas Rivera,2016,-5.0,-2.6,-7.6
19367,Thomas Rivera,2017,-3.4,-3.1,-6.5
19368,Thomas Robinson,2011,2.9,4.6,7.4
19369,Thomas Robinson,2012,3.0,4.7,7.7
19370,Thomas Staton,2012,-1.2,1.8,0.7
19371,Thomas Staton,2013,-0.8,-2.4,-3.2
19372,Thomas Walkup,2013,0.3,3.6,3.8
19373,Thomas Walkup,2014,4.1,1.0,5.1
19374,Thomas Walkup,2015,7.2,2.0,9.2
19375,Thomas Walkup,2016,9.3,4.7,14.1
19376,Thomas Welsh,2015,-0.8,4.7,4.0
19377,Thomas Welsh,2016,3.6,1.9,5.5
19378,Thomas Welsh,2017,3.5,3.1,6.6
19379,Thomas Wilder,2015,-1.3,-0.4,-1.7
19380,Thomas Wilder,2016,4.2,-0.3,4.0
19381,Thomas Wilder,2017,6.5,-0.3,6.2
19382,Thomas van der Mars,2012,0.0,0.5,0.5
19383,Thomas van der Mars,2013,0.8,1.2,2.0
19384,Thomas van der Mars,2014,3.4,1.0,4.5
19385,Thomas van der Mars,2015,-0.2,1.6,1.4
19386,Thurgood Wynn,2011,-8.0,-2.0,-10.0
19387,Thurgood Wynn,2012,-2.5,-2.8,-5.3
19388,Thurgood Wynn,2013,-3.0,0.3,-2.7
19389,Thurgood Wynn,2014,-3.0,-0.4,-3.4
19390,Tidell Pierre,2016,-7.6,-4.6,-12.2
19391,Tidell Pierre,2017,-3.7,-3.1,-6.7
19392,Tiegbe Bamba,2015,0.8,-1.1,-0.3
19393,Till Gloger,2013,-4.7,-3.0,-7.7
19394,Till Gloger,2014,-3.1,-3.6,-6.7
19395,Till Gloger,2015,-2.7,-3.4,-6.1
19396,Till Gloger,2016,-3.4,-6.6,-10.0
19397,Tilman Dunbar,2013,-3.6,-2.5,-6.2
19398,Tilman Dunbar,2015,-2.9,-2.7,-5.6
19399,Tilman Dunbar,2016,-1.2,-1.1,-2.3
19400,Tim Abromaitis,2011,6.4,1.4,7.8
19401,Tim Abruzzo,2016,-0.3,1.5,1.2
19402,Tim Abruzzo,2017,-2.4,-0.8,-3.1
19403,Tim Ambrose,2011,4.1,-0.9,3.3
19404,Tim Bond,2016,0.3,2.6,2.9
19405,Tim Bond,2017,0.4,2.4,2.8
19406,Tim Broom,2016,-3.2,-3.3,-6.6
19407,Tim Burns,2011,-4.9,-3.8,-8.7
19408,Tim Coleman,2014,-3.7,3.1,-0.6
19409,Tim Coleman,2015,1.0,1.9,2.9
19410,Tim Coleman,2016,0.8,3.1,3.9
19411,Tim Coleman,2017,-2.0,1.8,-0.2
19412,Tim Derksen,2013,-0.1,0.0,-0.1
19413,Tim Derksen,2014,2.3,0.1,2.4
19414,Tim Derksen,2015,4.2,0.3,4.5
19415,Tim Derksen,2016,5.1,-1.3,3.8
19416,Tim Diederichs,2011,-2.5,-1.4,-3.9
19417,Tim Dixon,2013,-2.0,5.1,3.1
19418,Tim Dixon,2014,-4.0,2.4,-1.5
19419,Tim Douglas,2011,-1.0,-1.8,-2.9
19420,Tim Douglas,2012,-1.2,-3.4,-4.6
19421,Tim Douglas,2014,-2.8,-2.8,-5.6
19422,Tim Douglas,2015,-0.4,-2.9,-3.3
19423,Tim Frazier,2011,1.2,2.5,3.7
19424,Tim Frazier,2012,6.9,2.6,9.5
19425,Tim Frazier,2014,4.8,1.3,6.1
19426,Tim Hardaway,2011,5.5,1.5,7.0
19427,Tim Hardaway,2012,3.1,0.2,3.3
19428,Tim Hardaway,2013,3.8,2.0,5.8
19429,Tim Henderson,2014,4.0,2.1,6.1
19430,Tim Huskisson,2012,2.5,-2.3,0.2
19431,Tim Huskisson,2013,-1.3,-0.5,-1.8
19432,Tim Huskisson,2014,4.0,-0.6,3.4
19433,Tim Huskisson,2015,4.8,-1.8,3.0
19434,Tim Jacobs,2015,-1.4,0.0,-1.4
19435,Tim Jacobs,2016,-1.3,1.3,0.0
19436,Tim Jarmusz,2011,5.3,2.6,7.9
19437,Tim Johnson,2011,0.0,3.9,3.9
19438,Tim Johnson,2013,-2.0,-0.7,-2.7
19439,Tim Johnson,2014,-1.9,-1.4,-3.2
19440,Tim Kamczyc,2011,0.5,2.2,2.6
19441,Tim Kamczyc,2012,4.2,1.4,5.5
19442,Tim Kamczyc,2013,0.2,-1.0,-0.8
19443,Tim Kempton,2014,-3.5,-0.8,-4.4
19444,Tim Kempton,2015,-2.7,-0.4,-3.1
19445,Tim Kempton,2016,0.6,-1.1,-0.4
19446,Tim Kempton,2017,0.5,1.0,1.5
19447,Tim Marshall,2013,-1.4,-6.6,-7.9
19448,Tim Marshall,2014,0.5,-4.1,-3.7
19449,Tim Marshall,2015,1.4,-4.7,-3.3
19450,Tim Marshall,2016,-2.2,-4.3,-6.5
19451,Tim Meadows,2011,-4.6,-1.5,-6.1
19452,Tim Meadows,2012,-4.6,-1.7,-6.4
19453,Tim Morton,2011,-3.0,-1.6,-4.6
19454,Tim Myles,2016,-3.3,1.4,-1.9
19455,Tim Owens,2011,-4.8,0.8,-3.9
19456,Tim Owens,2012,-0.8,2.3,1.5
19457,Tim Peete,2011,-2.7,0.7,-2.0
19458,Tim Peete,2012,-0.2,1.9,1.7
19459,Tim Peete,2013,-3.3,2.3,-1.0
19460,Tim Peete,2014,0.2,3.2,3.4
19461,Tim Quarterman,2014,-2.9,2.7,-0.2
19462,Tim Quarterman,2015,3.7,2.7,6.4
19463,Tim Quarterman,2016,4.5,0.7,5.2
19464,Tim Rowe,2016,-7.6,1.5,-6.2
19465,Tim Rusthoven,2011,-0.3,-0.6,-0.9
19466,Tim Rusthoven,2012,1.7,0.7,2.5
19467,Tim Rusthoven,2013,3.1,-1.1,2.0
19468,Tim Rusthoven,2014,1.7,-1.6,0.1
19469,Tim Shelton,2011,-1.3,2.4,1.0
19470,Tim Shelton,2012,1.1,3.4,4.5
19471,Tim Smallwood,2015,-2.1,-1.7,-3.9
19472,Tim Smallwood,2016,0.0,-2.0,-1.9
19473,Tim Snyder,2011,-5.5,-1.2,-6.7
19474,Tim Steed,2011,1.3,0.1,1.4
19475,Tim Thomas,2014,-2.5,0.4,-2.1
